-3.14159,-3.14159
-3.13531,-3.13531
-3.12902,-3.12902
-3.12274,-3.12274
-3.11646,-3.11646
-3.11017,-3.11017
-3.10389,-3.10389
-3.09761,-3.09761
-3.09132,-3.09132
-3.08504,-3.08504
-3.07876,-3.07876
-3.07248,-3.07248
-3.06619,-3.06619
-3.05991,-3.05991
-3.05363,-3.05363
-3.04734,-3.04734
-3.04106,-3.04106
-3.03478,-3.03478
-3.02849,-3.02849
-3.02221,-3.02221
-3.01593,-3.01593
-3.00964,-3.00964
-3.00336,-3.00336
-2.99708,-2.99708
-2.99079,-2.99079
-2.98451,-2.98451
-2.97823,-2.97823
-2.97194,-2.97194
-2.96566,-2.96566
-2.95938,-2.95938
-2.95309,-2.95309
-2.94681,-2.94681
-2.94053,-2.94053
-2.93425,-2.93425
-2.92796,-2.92796
-2.92168,-2.92168
-2.9154,-2.9154
-2.90911,-2.90911
-2.90283,-2.90283
-2.89655,-2.89655
-2.89026,-2.89026
-2.88398,-2.88398
-2.8777,-2.8777
-2.87141,-2.87141
-2.86513,-2.86513
-2.85885,-2.85885
-2.85256,-2.85256
-2.84628,-2.84628
-2.84,-2.84
-2.83371,-2.83371
-2.82743,-2.82743
-2.82115,-2.82115
-2.81486,-2.81486
-2.80858,-2.80858
-2.8023,-2.8023
-2.79602,-2.79602
-2.78973,-2.78973
-2.78345,-2.78345
-2.77717,-2.77717
-2.77088,-2.77088
-2.7646,-2.7646
-2.75832,-2.75832
-2.75203,-2.75203
-2.74575,-2.74575
-2.73947,-2.73947
-2.73318,-2.73318
-2.7269,-2.7269
-2.72062,-2.72062
-2.71433,-2.71433
-2.70805,-2.70805
-2.70177,-2.70177
-2.69548,-2.69548
-2.6892,-2.6892
-2.68292,-2.68292
-2.67663,-2.67663
-2.67035,-2.67035
-2.66407,-2.66407
-2.65779,-2.65779
-2.6515,-2.6515
-2.64522,-2.64522
-2.63894,-2.63894
-2.63265,-2.63265
-2.62637,-2.62637
-2.62009,-2.62009
-2.6138,-2.6138
-2.60752,-2.60752
-2.60124,-2.60124
-2.59495,-2.59495
-2.58867,-2.58867
-2.58239,-2.58239
-2.5761,-2.5761
-2.56982,-2.56982
-2.56354,-2.56354
-2.55725,-2.55725
-2.55097,-2.55097
-2.54469,-2.54469
-2.5384,-2.5384
-2.53212,-2.53212
-2.52584,-2.52584
-2.51956,-2.51956
-2.51327,-2.51327
-2.50699,-2.50699
-2.50071,-2.50071
-2.49442,-2.49442
-2.48814,-2.48814
-2.48186,-2.48186
-2.47557,-2.47557
-2.46929,-2.46929
-2.46301,-2.46301
-2.45672,-2.45672
-2.45044,-2.45044
-2.44416,-2.44416
-2.43787,-2.43787
-2.43159,-2.43159
-2.42531,-2.42531
-2.41902,-2.41902
-2.41274,-2.41274
-2.40646,-2.40646
-2.40017,-2.40017
-2.39389,-2.39389
-2.38761,-2.38761
-2.38133,-2.38133
-2.37504,-2.37504
-2.36876,-2.36876
-2.36248,-2.36248
-2.35619,-2.35619
-2.34991,-2.34991
-2.34363,-2.34363
-2.33734,-2.33734
-2.33106,-2.33106
-2.32478,-2.32478
-2.31849,-2.31849
-2.31221,-2.31221
-2.30593,-2.30593
-2.29964,-2.29964
-2.29336,-2.29336
-2.28708,-2.28708
-2.28079,-2.28079
-2.27451,-2.27451
-2.26823,-2.26823
-2.26194,-2.26194
-2.25566,-2.25566
-2.24938,-2.24938
-2.2431,-2.2431
-2.23681,-2.23681
-2.23053,-2.23053
-2.22425,-2.22425
-2.21796,-2.21796
-2.21168,-2.21168
-2.2054,-2.2054
-2.19911,-2.19911
-2.19283,-2.19283
-2.18655,-2.18655
-2.18026,-2.18026
-2.17398,-2.17398
-2.1677,-2.1677
-2.16141,-2.16141
-2.15513,-2.15513
-2.14885,-2.14885
-2.14256,-2.14256
-2.13628,-2.13628
-2.13,-2.13
-2.12371,-2.12371
-2.11743,-2.11743
-2.11115,-2.11115
-2.10487,-2.10487
-2.09858,-2.09858
-2.0923,-2.0923
